OTU_ID	taxonomy	alternative classification and confidence	model_category	approx_size (ref)
1c367e2ed9d41c16153745e5beee3b4e	kingdom_Eukaryota; supergroup_Alveolata; division_Ciliophora; class_Spirotrichea; order_Strombidiida; family_Strombidiidae_G; genus_Strombidiidae_G_X; species_Strombidiidae_G_X_sp.			
cd74ef380d5bbfdd55d136d0d5e77362	kingdom_Eukaryota; supergroup_Alveolata; division_Ciliophora; class_Ciliophora_X; order_Ciliophora_XX; family_Ciliophora_XXX; genus_Mesodinium; species_Mesodinium_sp.			
feca723b5c4201dff674e78fe113cecd	kingdom_Eukaryota; supergroup_Stramenopiles; division_Stramenopiles_X; class_MAST; order_MAST-9; family_MAST-9C; genus_MAST-9C_X; species_MAST-9C_X_sp.			
8e1920bd9ee71dec52c466aac7c4781e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II			
f51ffb0654d236108d526d8892fea070	d__Bacteria; p__Gemmatimonadota; c__BD2-11_terrestrial_group; o__BD2-11_terrestrial_group; f__BD2-11_terrestrial_group; g__BD2-11_terrestrial_group; s__Gemmatimonadetes_bacterium			
0b8e1c45d900664a9044aacef93f27f2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HOC36; f__HOC36; g__HOC36; s__uncultured_bacterium			
4ec510b0b639e6ea46a8d2cf1c8e4e10	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__unidentified_marine			
4e2b6fd9a275c82d2bba73e222dfed54	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-II; family_Dino-Group-II-Clade-6; genus_Dino-Group-II-Clade-6_X; species_Dino-Group-II-Clade-6_X_sp.			
d639ac7ede548706f3c85204b29b3f13	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Dinophyceae; order_Gonyaulacales; family_Gonyaulacaceae; genus_Gonyaulax; species_Gonyaulax_polygramma			
e8d7030695689dfae0b34dc10f085df9	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__SAR202_clade; f__SAR202_clade; g__SAR202_clade			
827027cc76b20e45211b9d884c8b44db	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I_X; genus_Dino-Group-I_XX; species_Dino-Group-I_XX_sp.			
38331e34c5f50b3979fd59cdd49dd9bc	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-II			
a18fa967f8147e2bd0347fd2baff32e8	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium			
1534f70b6999779fbd9ab20469022ce1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Woeseiaceae; g__Woeseia; s__uncultured_marine			
62cf33c3e9519defb0d3e75f62185d78	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Candidatus_Nitrosopelagicus; s__uncultured_archaeon			
3c3d5ab8aa8e59a12313cb8c201a5397	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina			
94d8c29cdf6bd6312943059558bbba3e	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__hydrothermal_vent			
e1e4815db6aab633aeb5bd2ea533978d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I			
fa071849e3ef135c929b8bb75c57b9c8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS4_marine_group; s__marine_metagenome			
fb8386fce132c79bd260ab3bc91d0279	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-II; family_Dino-Group-II-Clade-7; genus_Dino-Group-II-Clade-7_X; species_Dino-Group-II-Clade-7_X_sp.			
e625e48b9753a0887b8e11b0a0581e29	kingdom_Eukaryota; supergroup_Rhizaria; division_Radiolaria; class_Polycystinea; order_Spumellarida; family_Spumellarida-Group-I			
42d1520a4d91edc3f6ec42c3893c3e70	kingdom_Eukaryota; supergroup_Rhizaria; division_Radiolaria; class_Acantharea; order_Chaunacanthida; family_Chaunacanthida_X; genus_Gigartacon; species_Gigartacon_muelleri			
d12a9f3b67bb7607614d0d9ae267c1d9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__Clade_Ib			
138f367c925e0e0ddbc2c5a695b4772d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__Clade_Ib			
2ced6f4e9cff9cc551a96d57cb8a2a71	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; s__uncultured_bacterium			
d5a3dd1acb448606e2cb42d85ad2a374	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thioglobaceae; g__SUP05_cluster			
91a353e14526d927cccdd05b85420595	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-II; family_Dino-Group-II-Clade-7; genus_Dino-Group-II-Clade-7_X; species_Dino-Group-II-Clade-7_X_sp.			
63abb90e3c3b2af21aa55c076336ae99	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__OM60(NOR5)_clade; s__uncultured_Haliea			
3e526e7f9d0ce0f82aa692324290bf59	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina			
a48860c78bf9f7bf4ea56caa77f8b3d2	kingdom_Eukaryota; supergroup_Alveolata; division_Ciliophora; class_Spirotrichea; order_Strombidiida			
952887a762ab19408796d5291045f065	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Cyanobiaceae; g__Prochlorococcus_MIT9313		picopro	
be529b1137898db16adf3c8011fa8e38	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiales; g__Rickettsiales; s__uncultured_bacterium			
38752c3b142c3b4c7846694e78b6bd94	kingdom_Eukaryota; supergroup_Archaeplastida; division_Chlorophyta; class_Chloropicophyceae; order_Chloropicales; family_Chloropicaceae; genus_Chloroparvula; species_Chloroparvula_pacifica			
48ffcb295861dbb73c356cd26f041a07	d__Bacteria; p__Planctomycetota; c__Pla3_lineage; o__Pla3_lineage; f__Pla3_lineage; g__Pla3_lineage; s__marine_metagenome			
1df60b9f54cf25fefe73d5e70fa3c2a8	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group			
03422dea4b5a5e0f9bcae57c3254336c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_Owenweeksia			
60e7c849ef7fce1568efca1834c206f6	kingdom_Eukaryota; supergroup_Rhizaria; division_Radiolaria; class_Acantharea; order_Acantharea-Group-I; family_Acantharea-Group-I_X; genus_Acantharea-Group-I_XX; species_Acantharea-Group-I_XX_sp.			
281c419d5c32e036d9a3909fe8db7046	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__Marine_group			
ef04494de44f4f7489ba0338581a9e4c	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Cyanobiaceae; g__Synechococcus_CC9902		picopro	
808c8305d714cc3ad84dba711292ac77	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade; s__marine_metagenome			
ec846ca1b45f09c19d5a333441c060e8	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__Marine_group			
b6cb5850fd1c343a886677bd8cfd31e9	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae; s__uncultured_thaumarchaeote			
be1f354314eeec168c55cb9fc1801b30	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__uncultured			
71ac55ec779583c363b9f39c0403b755	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I-Clade-5; genus_Dino-Group-I-Clade-5_X; species_Dino-Group-I-Clade-5_X_sp.			
46483fc2eae32b7f16e39c26566d39b4	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I-Clade-2; genus_Dino-Group-I-Clade-2_X; species_Dino-Group-I-Clade-2_X_sp.			
6705c8be9fce0bd539eceb298e9a80a2	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Defluviicoccales; f__uncultured; g__uncultured; s__uncultured_bacterium			
5f09004800bab13d90ffafb1e9fcc99b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__KI89A_clade; f__KI89A_clade; g__KI89A_clade; s__uncultured_bacterium			
f8a7e9e44327fbfed8b98899f6e17d1a	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group			
40ca48a0e5f43d8774d69b2c8fca3830	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; s__uncultured_SAR86			
27c42c5ea49a3ae4d7740e015eec7d99	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__S25-593; g__S25-593; s__marine_metagenome			
5e3e123acbe2ba8faa8b36112377c6d5	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group; s__marine_metagenome			
b532d2f8e44787d363bcdd5c690e649e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade			
c468a184c4739c72feba75bae06c173b	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__uncultured_marine			
77c6c8798b2f3110b34349222a737d5a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marinoscillum; s__uncultured_marine			
db9a7025c9bb8ce9ab55c8ebc44f5425	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__OCS116_clade; g__OCS116_clade; s__uncultured_bacterium			
07128c18863c421a3683be9e75e7bc3e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__KI89A_clade; f__KI89A_clade; g__KI89A_clade; s__uncultured_bacterium			
bf9900cf5b288563c3ba985e130d413c	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I-Clade-4; genus_Dino-Group-I-Clade-4_X; species_Dino-Group-I-Clade-4_X_sp.			
075c32e386967d7aa9b1b4a27c9b4854	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__metagenome			
0c7ce8f4fa3ca3d073fda946d5de13a7	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II			
b9abc58c2f0eb4b217400aa5e251b407	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Pseudohongiellaceae; g__Pseudohongiella			
52eeb363ebf6944935cb5c2475bcc259	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; s__uncultured_bacterium			
64f23c780aaac89aa512f92f86f002b4	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group; s__marine_metagenome			
2590f8418fe96bbcc04c82cf7d764c3f	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-II; family_Dino-Group-II-Clade-7; genus_Dino-Group-II-Clade-7_X; species_Dino-Group-II-Clade-7_X_sp.			
f2069cbc19c01f783f8afb7f8125869e	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Puniceicoccaceae; g__MB11C04_marine_group; s__marine_metagenome			
5d7e264c531b5be18835cca7cf212a3f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__Clade_Ib			
9f2dc5de494028d0747e45d2db7726e6	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Dinophyceae			
30cc0afaa5035d5f709e976625e5a222	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_SAR324			
197acfc2bfcfcf35ed119af856a03d9f	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I-Clade-8; genus_Dino-Group-I-Clade-8_X; species_Dino-Group-I-Clade-8_X_sp.			
0b2e734cc5ae6b6a090bb99334eef442	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I-Clade-4; genus_Dino-Group-I-Clade-4_X; species_Dino-Group-I-Clade-4_X_sp.			
9c367be761f34a40670d743b143b9238	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I-Clade-4; genus_Dino-Group-I-Clade-4_X; species_Dino-Group-I-Clade-4_X_sp.			
d44eb6b1304e150f55632f9d0dcec27b	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_delta			
905a64e28b0fbf22e53c51853435e9ce	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Defluviicoccales; f__uncultured; g__uncultured; s__unidentified_marine			
d168ddb60da3f48a11b16bbc6743d2d7	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospiraceae; g__uncultured			
7645af4853237e75e879e9e045170699	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I-Clade-5; genus_Dino-Group-I-Clade-5_X; species_Dino-Group-I-Clade-5_X_sp.			
f548a8f061b0a23915d2420ba9f4f4a4	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Dinophyceae; order_Gymnodiniales; family_Gymnodiniaceae; genus_Margalefidinium; species_Margalefidinium_fulvescens			
9a6ba1f7104b04c20416cce3e69a7c38	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group; s__uncultured_actinobacterium			
222bddbb485619a34a9341d5224edace	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Pseudofulvibacter			
a56107c8bf519e6c28ca4d0374f0fd0a	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium			
bd5037ef9a74b74e15194fc07aad17de	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__Clade_Ia			
8acfde69c502a2db974505cb73d30627	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HOC36; f__HOC36; g__HOC36; s__marine_metagenome			
beb80782511f563d282863675357d306	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria			
7dec7aaeba0af734a7698a6df4b33db1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade; s__alpha_proteobacterium			
798d2682fd327224dc937c4d677ce6ce	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS4_marine_group; s__uncultured_marine			
b9956a94e9d21ed6428c75e1e176840b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade			
49657c20fbe9b49c1daf5b2d99b0647e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_bacterium			
42ff93d54afa8e335cd41c9d0c6fa9ee	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Arctic97B-4_marine_group; f__Arctic97B-4_marine_group; g__Arctic97B-4_marine_group; s__marine_metagenome			
801b6ea52b13d82d02e3c71bb1dbecc9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; s__uncultured_bacterium			
e803ef96ee4ec17350d6c2d54e52d716	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II			
c0ccf0745c14a2300b8c54376b469d1d	kingdom_Eukaryota; supergroup_Alveolata; division_Ciliophora; class_Oligohymenophorea; order_OLIGO5; family_OLIGO5_X; genus_OLIGO5_XX; species_OLIGO5_XX_sp.			
4f4566b9aa06df1f184a7ffffab02fea	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Syndiniales_X; family_Syndiniales_XX; genus_Syndiniales_XXX; species_Syndiniales_XXX_sp.			
b1c11023b00e91e46eb095a1bd13d8e5	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I-Clade-2; genus_Dino-Group-I-Clade-2_X; species_Dino-Group-I-Clade-2_X_sp.			
b91c0b0499f87625d4037b639af3fac3	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-II; family_Dino-Group-II-Clade-1; genus_Dino-Group-II-Clade-1_X; species_Dino-Group-II-Clade-1_X_sp.			
649aa5559b76ef7cc9ff78f305d1a3f5	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade; s__uncultured_alpha			
e90c226c1c3b794e68030f946f70e752	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria			
372fce17066e502805e9670b1d947860	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-IV; family_Dino-Group-IV-Hematodinium-Group; genus_Hematodinium; species_Hematodinium_sp.			
8baa7fc2dd52fcc434dc012655d91cdb	kingdom_Eukaryota; supergroup_Rhizaria; division_Radiolaria; class_Acantharea; order_Acantharea-Group-II; family_Acantharea-Group-II_X; genus_Acantharea-Group-II_XX; species_Acantharea-Group-II_XX_sp.			
141f583a72baccc9a818ee359d1af7d2	kingdom_Eukaryota; supergroup_Stramenopiles; division_Stramenopiles_X; class_Labyrinthulea; order_Labyrinthulales; family_Labyrinthulaceae; genus_Labyrinthulaceae_X; species_Labyrinthulaceae_X_sp.			
5cb830b8bbd682cc158105f12de258f0	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group; s__uncultured_marine			
4d7f6cda980b48c46331ef83db2602a1	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__SAR202_clade; f__SAR202_clade; g__SAR202_clade; s__uncultured_gamma			
5b81252049e10f06f5c1cf66e9a77bf4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II			
ef0e3f724c4355da1de73f9ddaf8347f	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_marine			
84c747e107109dfc90b0771706940366	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__Alteromonas_macleodii			
d2f6000a818b03d9f23f5e5ec3789ae0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II			
74bec561068b4a5827d35b68780fc56f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA10353_marine_group; f__UBA10353_marine_group; g__UBA10353_marine_group; s__uncultured_marine			
fd70a312c626eebbbbfa9ce6b13e0340	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II			
1b07f2e6f0b3d31563bbd16a99f90fd6	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I-Clade-4; genus_Dino-Group-I-Clade-4_X; species_Dino-Group-I-Clade-4_X_sp.			
664e6109005c69b5e74ab10f65c60dde	d__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__JG30-KF-CM66; f__JG30-KF-CM66; g__JG30-KF-CM66; s__marine_metagenome			
5ed1601421f79ed1fd19a01e4f63b980	kingdom_Eukaryota; supergroup_Rhizaria; division_Radiolaria; class_RAD-B; order_RAD-B_X; family_RAD-B-Group-I; genus_RAD-B-Group-I_X; species_RAD-B-Group-I_X_sp.			
b0fe5ae050d30b73e36644d0909cfcf3	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata			
8c2ab7de54e5ca2dcf2d684f8b491500	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group; s__uncultured_actinobacterium			
12a077b53c91c84e1eb6beb265257d2c	d__Bacteria; p__Dadabacteria; c__Dadabacteriia; o__Dadabacteriales; f__Dadabacteriales; g__Dadabacteriales; s__marine_metagenome			
b63200019bd3d84e4d0d9545714eff43	d__Bacteria; p__Acidobacteriota; c__Subgroup_11; o__Subgroup_11; f__Subgroup_11; g__Subgroup_11; s__uncultured_bacterium			
aa5baf55e28bfced745bc5868f0adfc4	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira			
db37623a44a6bb71d84154610369dbc3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group; s__uncultured_bacterium			
50fd78b2e7cdf4c38463349850079e6e	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I-Clade-4; genus_Dino-Group-I-Clade-4_X; species_Dino-Group-I-Clade-4_X_sp.			
ecd63a58d7b3305fd1e68434e3ba0b44	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_III; g__Clade_III; s__alpha_proteobacterium			
d0ec7f2a454ed03efee8ed04dd78614b	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade; s__alpha_proteobacterium			
49cc3f1b842a04c4fc62ab018166c9aa	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas			
dd6217dec4befbdaf11c6e7e13f7ea69	kingdom_Eukaryota; supergroup_Stramenopiles; division_Stramenopiles_X; class_Labyrinthulea; order_Labyrinthulales; family_Labyrinthulaceae; genus_Labyrinthulaceae_X; species_Labyrinthulaceae_X_sp.			
a40bbce3d399826370cbbcb02f8ed7b5	kingdom_Eukaryota; supergroup_Alveolata; division_Dinoflagellata; class_Syndiniales; order_Dino-Group-I; family_Dino-Group-I-Clade-5; genus_Dino-Group-I-Clade-5_X; species_Dino-Group-I-Clade-5_X_sp.			
890718bdaa407b5a97eae695d2180908	kingdom_Eukaryota; supergroup_Alveolata; division_Ciliophora; class_Spirotrichea; order_Strombidiida; family_Strombidiidae_G; genus_Strombidiidae_G_X; species_Strombidiidae_G_X_sp.			
556bf9a95573b3addc0a3fd2e630f4f1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__uncultured			
36ade1da31c2e2eaeec1c5a989b91872	kingdom_Eukaryota; supergroup_Alveolata; division_Apicomplexa; class_Apicomplexa_X; order_Gregarines; family_Cephaloidophoroidea; genus_Cephaloidophoroidea_X; species_Cephaloidophoroidea_X_sp.			
df3e20cbadcbe87dc604660db406e99b	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira			
255edeb9f22578ec3e9ec0669bffe47a	kingdom_Eukaryota; supergroup_Stramenopiles; division_Stramenopiles_X; class_MAST; order_MAST-4; family_MAST-4D; genus_MAST-4D_X; species_MAST-4D_X_sp.			
1aeae1d889dda1f2023f09fbcfd33069	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium			
6db0e9c88ff3ea3c2607680d00f79f68	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS4_marine_group; s__uncultured_Flavobacteriia			
8cdd2f95256c93c7223f6b88ce25a092	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Balneolales; f__Balneolaceae; g__Balneola; s__uncultured_bacterium			
34522202151edba7574e3c46e9a722fc	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__Clade_Ia			
0814bb49a93624ee78175146634ee3c4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__EPR3968-O8a-Bc78; f__EPR3968-O8a-Bc78; g__EPR3968-O8a-Bc78; s__uncultured_gamma			
4e446a437f4b70fae13651fd0593ca2e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group			
6f6aa60ebee114df28c92a4a9ab8fed5	kingdom_Eukaryota; supergroup_Rhizaria; division_Radiolaria; class_RAD-A; order_RAD-A_X; family_RAD-A_XX; genus_RAD-A_XXX; species_RAD-A_XXX_sp.			
f195c18c5d7a03d0392d9162260f3751	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__unidentified_archaeon			
